patient_id,admission_date,species,common_name,found_city,found_county,status,final_date
2022-0328,5/16/22,CAWR,Carolina wren,,NA,D24,5/17/22
2022-0329,5/16/22,CAWR,Carolina wren,,NA,D24,5/17/22
2022-0330,5/16/22,CAWR,Carolina wren,,NA,D24,5/17/22
2022-0331,5/16/22,CAWR,Carolina wren,,NA,D24,5/17/22
2022-0332,5/16/22,CAWR,Carolina wren,,NA,D24,5/17/22
2022-0333,5/16/22,DIVI,Virginia opossum,Boone,Watauga,D,5/21/22
2022-0334,5/16/22,DIVI,Virginia opossum,Boone,Watauga,R,6/13/22
2022-0335,5/16/22,DIVI,Virginia opossum,Boone,Watauga,R,6/11/22
2022-0336,5/16/22,DIVI,Virginia opossum,Boone,Watauga,R,6/9/22
2022-0337,5/16/22,DIVI,Virginia opossum,Boone,Watauga,R,6/11/22
2022-0338,5/16/22,DIVI,Virginia opossum,Boone,Watauga,R,6/9/22
2022-0339,5/16/22,GHOW,Great horned owl,Newton,Catawba,D24,5/17/22
2022-0340,5/17/22,AMGO,American goldfinch,Bakersville,Mitchell,D24,5/17/22
2022-0341,5/17/22,TECA,Eastern box turtle,Green Mountain,Yancey,DOA,5/17/22
2022-0342,5/17/22,AMRO,American robin,Linville,Avery,R,6/23/22
2022-0343,5/17/22,COGR,Common grackle,Banner Elk,Avery,D,5/21/22
2022-0344,5/18/22,PELE,White-footed mouse,Banner Elk,Avery,D,5/22/22
2022-0345,5/18/22,AMCR,American crow,Burnsville,Yancey,R,7/15/22
2022-0346,5/18/22,HOSP,House sparrow,Linville,Avery,D,5/21/22
2022-0347,5/19/22,BDOW,Barred owl,,NA,DOA,5/19/22
2022-0348,5/19/22,AMRO,American robin,,NA,DOA,5/19/22
2022-0349,5/19/22,DIVI,Virginia opossum,Boone,Watauga,R,6/13/22
2022-0350,5/19/22,DIVI,Virginia opossum,Boone,Watauga,R,6/13/22
2022-0351,5/19/22,DIVI,Virginia opossum,Boone,Watauga,R,6/27/22
2022-0352,5/19/22,DIVI,Virginia opossum,Boone,Watauga,R,6/11/22
2022-0353,5/19/22,DIVI,Virginia opossum,Boone,Watauga,R,6/11/22
2022-0354,5/19/22,DIVI,Virginia opossum,Boone,Watauga,R,6/13/22
2022-0355,5/19/22,DIVI,Virginia opossum,Boone,Watauga,R,6/13/22
2022-0356,5/19/22,GRCA,Gray catbird,Elk Park,Avery,R,5/27/22
2022-0357,5/20/22,DIVI,Virginia opossum,,NA,R,5/21/22
2022-0358,5/20/22,DIVI,Virginia opossum,,NA,R,5/21/22
2022-0359,5/20/22,BRTH,Brown thrasher,Hickory,Catawba,R,6/18/22
2022-0360,5/20/22,BLJA,Blue jay,Spruce Pine,Mitchell,D24,5/20/22
2022-0361,5/20/22,SYFL,Eastern cottontail,Mountain City,NA,D,5/21/22
2022-0362,5/20/22,RTHA,Red-tailed hawk,Morganton,Burke,D24,5/21/22
2022-0363,5/20/22,AMRO,American robin,Newland,Avery,R,6/13/22
2022-0364,5/20/22,NOCA,Northern cardinal,Bakersville,Mitchell,D,5/23/22
2022-0365,5/21/22,NOCA,Northern cardinal,Lenoir,Caldwell,R,5/21/22
2022-0366,5/21/22,EAPH,Eastern phoebe,Banner Elk,Avery,R,6/15/22
2022-0367,5/21/22,EAPH,Eastern phoebe,Banner Elk,Avery,R,6/15/22
2022-0368,5/21/22,EAPH,Eastern phoebe,,NA,R,6/15/22
2022-0369,5/21/22,RSHA,Red-shouldered hawk,Asheville,Buncombe,D24,5/21/22
2022-0370,5/21/22,DIVI,Virginia opossum,,NA,R,7/16/22
2022-0371,5/21/22,DIVI,Virginia opossum,,NA,R,7/18/22
2022-0372,5/21/22,DIVI,Virginia opossum,,NA,R,7/16/22
2022-0373,5/21/22,DIVI,Virginia opossum,,NA,R,7/18/22
2022-0374,5/21/22,DIVI,Virginia opossum,,NA,R,7/16/22
2022-0375,5/21/22,DIVI,Virginia opossum,,NA,R,7/16/22
2022-0376,5/21/22,DIVI,Virginia opossum,,NA,R,7/18/22
2022-0377,5/21/22,DIVI,Virginia opossum,,NA,R,7/16/22
2022-0378,5/21/22,DIVI,Virginia opossum,,NA,R,7/18/22
2022-0379,5/21/22,DIVI,Virginia opossum,,NA,R,7/16/22
2022-0380,5/21/22,DIVI,Virginia opossum,,NA,R,7/18/22
2022-0381,5/22/22,AMRO,American robin,Linville,Avery,R,6/13/22
2022-0382,5/22/22,AMRO,American robin,Linville,Avery,R,6/13/22
2022-0383,5/22/22,MODO,Mourning dove,Candler,Buncombe,D,5/26/22
2022-0384,5/22/22,WITU,Wild turkey,Hudson,Caldwell,R,5/26/22
2022-0385,5/22/22,RBWO,Red-bellied woodpecker,Hendersonville,Henderson,D,5/23/22
2022-0386,5/22/22,AMRO,American robin,Fleetwood,Ashe,D24,5/23/22
2022-0387,5/23/22,PELE,White-footed mouse,Boone,Watauga,E,5/26/22
2022-0388,5/23/22,EABL,Eastern bluebird,,NA,R,6/29/22
2022-0389,5/23/22,EABL,Eastern bluebird,,NA,R,6/29/22
2022-0390,5/23/22,EABL,Eastern bluebird,,NA,R,6/29/22
2022-0391,5/23/22,EABL,Eastern bluebird,,NA,R,6/29/22
2022-0392,5/23/22,EABL,Eastern bluebird,Ronda,NA,R,6/29/22
2022-0393,5/23/22,EASO,Eastern screech owl,,NA,R,6/27/22
2022-0394,5/23/22,DIVI,Virginia opossum,Morganton,Burke,E,8/3/22
2022-0395,5/23/22,TUTI,Tufted titmouse,Asheville,Buncombe,E,6/8/22
2022-0396,5/23/22,SYFL,Eastern cottontail,Sugar Grove,Watauga,R,6/3/22
2022-0397,5/23/22,SYFL,Eastern cottontail,,NA,R,6/3/22
2022-0398,5/23/22,SYFL,Eastern cottontail,,NA,R,6/3/22
2022-0399,5/23/22,SYFL,Eastern cottontail,,NA,R,6/3/22
2022-0400,5/23/22,SYFL,Eastern cottontail,,NA,R,6/3/22
2022-0401,5/23/22,RSHA,Red-shouldered hawk,Wilkesboro,Wilkes,R,6/25/22
2022-0402,5/24/22,HOFI,House finch,,NA,R,7/6/22
2022-0403,5/24/22,BLJA,Blue jay,Weaverville,Buncombe,D,5/26/22
2022-0404,5/24/22,AMRO,American robin,Morganton,Burke,D24,5/25/22
2022-0405,5/25/22,SYFL,Eastern cottontail,Spruce Pine,Mitchell,D24,5/26/22
2022-0406,5/25/22,SYFL,Eastern cottontail,Spruce Pine,Mitchell,D,5/26/22
2022-0407,5/25/22,AMCR,American crow,Wagnesville,NA,R,7/15/22
2022-0408,5/25/22,AMCR,American crow,Wagnesville,NA,R,7/15/22
2022-0409,5/25/22,AMCR,American crow,Wagnesville,NA,D,6/19/22
2022-0410,5/25/22,AMRO,American robin,Boone,Watauga,D24,5/25/22
2022-0411,5/25/22,EUST,European starling,Boone,Watauga,D24,5/25/22
2022-0412,5/25/22,GLVO,Southern flying squirrel,Roan Mtn,Mitchell,R,5/30/22
2022-0413,5/25/22,EAPH,Eastern phoebe,Winston-Salem,NA,R,6/1/22
2022-0414,5/26/22,AMKE,American kestrel,North Wilkesboro,Wilkes,D,6/18/22
2022-0415,5/26/22,MODO,Mourning dove,Asheville,Buncombe,R,6/9/22
2022-0416,5/26/22,HOFI,House finch,Asheville,Buncombe,D24,5/27/22
2022-0417,5/27/22,RSHA,Red-shouldered hawk,Millers Creek,Wilkes,R,6/25/22
2022-0418,5/27/22,PELE,White-footed mouse,Irmo,NA,R,6/1/22
2022-0419,5/27/22,PELE,White-footed mouse,Irmo,NA,R,6/1/22
2022-0420,5/27/22,RTHA,Red-tailed hawk,,Catawba,R,6/30/22
2022-0422,5/27/22,CHSE,Snapping turtle,Vilas,Watauga,D,7/18/22
2022-0423,5/27/22,BLVU,Black vulture,Valdese,Burke,E24,5/27/22
2022-0424,5/27/22,ODVI,White-tailed deer,Newland,Avery,DOA,5/27/22
2022-0425,5/28/22,WBNU,White-breasted nuthatch,Pineola,Avery,D24,5/28/22
2022-0426,5/28/22,MODO,Mourning dove,Banner Elk,Avery,R,8/23/22
2022-0427,5/28/22,TECA,Eastern box turtle,"Burnsville, NC",Yancey,R,6/24/22
2022-0428,5/28/22,SYFL,Eastern cottontail,Green Mountain,Yancey,EOA,5/28/22
2022-0429,5/28/22,OSPR,Osprey,Clyde,Haywood,D24,5/29/22
2022-0430,5/28/22,MODO,Mourning dove,Vilas,Watauga,R,6/1/22
2022-0431,5/28/22,MAMO,Groundhog,Banner Elk,Avery,D24,5/29/22
2022-0432,5/29/22,NOCA,Northern cardinal,Boone,Watauga,D,5/30/22
2022-0433,5/29/22,AMRO,American robin,Boone,Watauga,R,6/23/22
2022-0434,5/29/22,GHOW,Great horned owl,Hays,Wilkes,D24,5/29/22
2022-0435,5/29/22,NOCA,Northern cardinal,Banner Elk,Avery,D,5/31/22
2022-0436,5/29/22,NOCA,Northern cardinal,Banner Elk,Avery,D,5/31/22
2022-0437,5/29/22,NOCA,Northern cardinal,Banner Elk,Avery,DOA,5/29/22
2022-0438,5/30/22,NOCA,Northern cardinal,,NA,D,6/2/22
2022-0439,5/30/22,EASO,Eastern screech owl,Asheville,Buncombe,R,6/29/22
2022-0440,5/30/22,TECA,Eastern box turtle,Marshall,Madison,R,9/23/22
2022-0441,5/30/22,TUTI,Tufted titmouse,,NA,R,6/9/22
2022-0442,5/30/22,PEFA,Peregrine falcon,Noble,NA,PR,0000-00-00
2022-0443,5/30/22,NOMO,Northern mockingbird,Asheville,Buncombe,R,6/18/22
2022-0444,5/30/22,SOSP,Song sparrow,,NA,R,6/15/22
2022-0445,5/30/22,SOSP,Song sparrow,,NA,R,6/15/22
2022-0446,5/30/22,BLJA,Blue jay,,NA,T,5/30/22
2022-0447,5/30/22,BAEA,Bald Eagle,Charlotte,Mecklenburg,T,6/18/22
2022-0448,5/30/22,EAPH,Eastern phoebe,,NA,R,6/15/22
2022-0449,5/30/22,PELE,White-footed mouse,Zionville,Watauga,D,5/31/22
2022-0450,5/30/22,PELE,White-footed mouse,Zionville,Watauga,R,7/3/22
2022-0451,5/30/22,PELE,White-footed mouse,Zionville,Watauga,D,5/31/22
2022-0452,5/30/22,PELE,White-footed mouse,Zionville,Watauga,R,7/3/22
2022-0453,5/31/22,MODO,Mourning dove,Boone,Watauga,R,6/23/22
2022-0454,5/31/22,WITU,Wild turkey,Green Mountain,Yancey,EOA,5/31/22
2022-0455,5/31/22,ODVI,White-tailed deer,Vilas,Watauga,T,6/1/22
2022-0456,5/31/22,SYFL,Eastern cottontail,Boone,Watauga,DOA,5/31/22
2022-0457,5/31/22,GRCA,Gray catbird,,NA,E,6/2/22
2022-0458,5/31/22,NOCA,Northern cardinal,,NA,R,7/5/22
2022-0459,5/31/22,PIWO,Pileated woodpecker,Asheville,Buncombe,R,6/24/22
2022-0460,5/31/22,SYFL,Eastern cottontail,Asheville,Buncombe,D,6/3/22
2022-0461,5/31/22,SYFL,Eastern cottontail,Asheville,Buncombe,R,6/9/22
2022-0462,5/31/22,RSHA,Red-shouldered hawk,Morganton,Burke,E,6/10/22
2022-0463,6/1/22,BWHA,Broad-winged hawk,Fairview,Buncombe,R,6/10/22
2022-0464,6/1/22,BDOW,Barred owl,Lenoir,Caldwell,E,6/7/22
2022-0465,6/1/22,SYFL,Eastern cottontail,Raleigh,Wake,R,6/18/22
2022-0466,6/1/22,SYFL,Eastern cottontail,Raleigh,Wake,R,6/18/22
2022-0467,6/1/22,SYFL,Eastern cottontail,Raleigh,Wake,R,6/18/22
2022-0468,6/1/22,HOLA,Horned Lark,Nachville,NA,R,7/21/22
2022-0469,6/1/22,EATO,Eastern towhee,Warrensville,Ashe,D,6/2/22
2022-0470,6/1/22,BLJA,Blue jay,Morganton,Burke,E,6/21/22
2022-0471,6/2/22,HOFI,House finch,Hickory,Catawba,R,9/5/22
2022-0472,6/2/22,MAMO,Groundhog,Banner Elk,Avery,DOA,6/2/22
2022-0473,6/2/22,MALL,Mallard,Butler,NA,R,6/12/22
2022-0474,6/2/22,BHCO,Brown-headed cowbird,Pineola,Avery,D,6/2/22
2022-0475,6/2/22,SYFL,Eastern cottontail,Vilas,Watauga,E,6/10/22
2022-0476,6/2/22,DEJU,Dark Eyed Junco,Banner Elk,Avery,D,6/3/22
2022-0477,6/2/22,SYFL,Eastern cottontail,Bakersville,Mitchell,D,6/3/22
2022-0478,6/2/22,CHSE,Snapping turtle,Boone,Watauga,D24,6/3/22
2022-0479,6/3/22,TECA,Eastern box turtle,Fries,Grayson,E,6/7/22
2022-0480,6/3/22,NOPA,Northern Parula,,NA,D24,6/4/22
2022-0481,6/3/22,ODVI,White-tailed deer,Bakersville,Mitchell,D24,6/3/22
2022-0482,6/3/22,GRCA,Gray catbird,Roan Mountain,NA,D24,6/4/22
2022-0483,6/3/22,AMCR,American crow,Asheville,Buncombe,R,7/15/22
2022-0484,6/3/22,ODVI,White-tailed deer,Roan Mountain,NA,D24,6/4/22
2022-0485,6/4/22,SYFL,Eastern cottontail,Newland,Avery,D24,6/5/22
2022-0486,6/4/22,EABL,Eastern bluebird,Newland,Avery,D,6/18/22
2022-0487,6/4/22,SYFL,Eastern cottontail,Boone,Watauga,R,6/25/22
2022-0488,6/4/22,RTHA,Red-tailed hawk,Taylorsville,Alexander,D,6/6/22
2022-0489,6/4/22,WITU,Wild turkey,Blowing Rock,Watauga,T,6/11/22
2022-0490,6/4/22,DIVI,Virginia opossum,,NA,R,8/5/22
2022-0491,6/4/22,DIVI,Virginia opossum,,NA,D,6/8/22
2022-0492,6/5/22,HOFI,House finch,Morganton,Burke,R,7/6/22
2022-0493,6/5/22,HOFI,House finch,Morganton,Burke,R,7/6/22
2022-0494,6/5/22,HOFI,House finch,Morganton,Burke,R,7/6/22
2022-0495,6/5/22,BEKI,Belted kingfisher,Barnarsville,Buncombe,D24,6/6/22
2022-0496,6/5/22,AMRO,American robin,Deep Gap,Watauga,E,6/23/22
2022-0497,6/5/22,DIVI,Virginia opossum,Lenoir,Caldwell,R,7/4/22
2022-0498,6/5/22,DIVI,Virginia opossum,Jonas Ridge,Burke,R,7/4/22
2022-0499,6/6/22,EATO,Eastern towhee,Maiden,Catawba,DOA,6/6/22
2022-0500,6/6/22,AMCR,American crow,Boone,Watauga,D24,6/6/22
2022-0501,6/6/22,MODO,Mourning dove,Boone,Watauga,R,8/23/22
2022-0502,6/6/22,MODO,Mourning dove,Boone,Watauga,D,6/19/22
2022-0503,6/6/22,WBNU,White-breasted nuthatch,Banner Elk,Avery,D24,6/7/22
2022-0504,6/6/22,TAST,Eastern chipmunk,Boone,Watauga,D24,6/7/22
2022-0505,6/6/22,SYFL,Eastern cottontail,Vilas,Watauga,EOA,6/6/22
2022-0506,6/6/22,ODVI,White-tailed deer,Beech mountain,NA,D24,6/7/22
2022-0507,6/6/22,DEJU,Dark Eyed Junco,Banner Elk,Avery,DOA,6/6/22
2022-0508,6/7/22,ODVI,White-tailed deer,Seven Devils,NA,T,6/7/22
2022-0509,6/7/22,MUMU,House mouse,West Jefferson,Ashe,D24,6/7/22
2022-0510,6/7/22,MUMU,House mouse,West Jefferson,Ashe,DOA,6/7/22
2022-0511,6/7/22,???,unknown,West Jefferson,NA,D24,6/8/22
2022-0512,6/7/22,HOFI,House finch,Wilkesboro,Wilkes,R,6/23/22
2022-0513,6/7/22,ODVI,White-tailed deer,Pottertown,NA,T,6/7/22
2022-0514,6/7/22,ELOB,Rat snake,Vilas,Watauga,R,6/7/22
2022-0515,6/7/22,GLVO,Southern flying squirrel,Vilas,Watauga,R,12/2/22
2022-0516,6/7/22,CAWR,Carolina wren,,NA,D,6/16/22
2022-0517,6/7/22,AMKE,American kestrel,,NA,D24,6/8/22
2022-0518,6/7/22,ELOB,Rat snake,Banner Elk,Avery,D24,6/7/22
2022-0519,6/7/22,DIVI,Virginia opossum,Banner Elk,Avery,D24,6/8/22
2022-0520,6/7/22,SYFL,Eastern cottontail,Green Mountain,Yancey,R,6/25/22
2022-0521,6/7/22,SYFL,Eastern cottontail,,NA,R,6/25/22
2022-0522,6/7/22,SYFL,Eastern cottontail,,NA,R,6/25/22
2022-0523,6/7/22,SYFL,Eastern cottontail,,NA,R,6/25/22
2022-0524,6/7/22,SYFL,Eastern cottontail,,NA,R,6/25/22
2022-0525,6/7/22,SCJU,Slate Colored Junco,Jonas Ridge,Burke,R,6/8/22
2022-0526,6/7/22,ODVI,White-tailed deer,,NA,T,6/10/22
2022-0527,6/8/22,BLJA,Blue jay,Banner Elk,Avery,D24,6/9/22
2022-0528,6/7/22,ODVI,White-tailed deer,Newland,NA,E,6/10/22
2022-0529,6/8/22,EUST,European starling,Lenoir,Caldwell,R,7/6/22
2022-0530,6/8/22,EUST,European starling,Lenoir,Caldwell,R,7/6/22
2022-0531,6/8/22,EUST,European starling,Lenoir,Caldwell,D24,6/9/22
2022-0532,6/8/22,EUST,European starling,Lenoir,Caldwell,R,6/27/22
2022-0533,6/8/22,EUST,European starling,Lenoir,Caldwell,E,6/10/22
2022-0534,6/8/22,EUST,European starling,Lenoir,Caldwell,R,6/27/22
2022-0535,6/8/22,EUST,European starling,Lenoir,Caldwell,R,6/27/22
2022-0536,6/8/22,EUST,European starling,Lenoir,Caldwell,R,6/27/22
2022-0537,6/8/22,ODVI,White-tailed deer,Minneapolis,Avery,T,6/10/22
2022-0538,6/8/22,ODVI,White-tailed deer,Sugar Grove,Watauga,T,6/10/22
2022-0539,6/9/22,RTHA,Red-tailed hawk,West Jefferson,Ashe,R,10/6/22
2022-0540,6/9/22,BRTH,Brown thrasher,,NA,R,6/27/22
2022-0541,6/9/22,MODO,Mourning dove,,NA,R,7/5/22
2022-0542,6/9/22,MODO,Mourning dove,,NA,R,8/23/22
2022-0543,6/9/22,HOSP,House sparrow,,NA,R,6/30/22
2022-0544,6/9/22,HOSP,House sparrow,,NA,R,6/30/22
2022-0545,6/9/22,DEJU,Dark Eyed Junco,Banner Elk,Avery,D24,6/10/22
2022-0546,6/10/22,PELE,White-footed mouse,,NA,R,7/3/22
2022-0547,6/10/22,PELE,White-footed mouse,,NA,R,7/3/22
2022-0548,6/10/22,RTHU,Ruby-throated hummingbird,Purlear,NA,E,6/23/22
2022-0549,6/11/22,ODVI,White-tailed deer,Blowing Rock,Watauga,T,6/13/22
2022-0550,6/11/22,ODVI,White-tailed deer,Sugar Grove,Watauga,E24,6/11/22
2022-0551,6/12/22,ODVI,White-tailed deer,West Jefferson,Ashe,T,6/13/22
2022-0552,6/12/22,TUTI,Tufted titmouse,Bakersville,Mitchell,D24,6/12/22
2022-0553,6/12/22,BRTH,Brown thrasher,Jonesborough,NA,R,7/5/22
2022-0554,6/12/22,BHCO,Brown-headed cowbird,Bakersville,NA,R,7/21/22
2022-0555,6/12/22,SOSP,Song sparrow,Boone,Watauga,R,6/23/22
2022-0556,6/12/22,NOFL,Northern flicker,Crossnore,Avery,E24,6/13/22
2022-0557,6/13/22,ODVI,White-tailed deer,Boone,NA,T,6/13/22
2022-0558,6/13/22,ODVI,White-tailed deer,Boone,Watauga,T,6/13/22
2022-0559,6/13/22,SYFL,Eastern cottontail,N. Wilkesboro,NA,R,6/29/22
2022-0560,6/13/22,SYFL,Eastern cottontail,N. Wilkesboro,NA,R,6/29/22
2022-0561,6/13/22,ODVI,White-tailed deer,North Wilkesboro,Wilkes,T,6/13/22
2022-0562,6/13/22,EATO,Eastern towhee,Sugar Grove,Watauga,D,6/14/22
2022-0563,6/13/22,TAHU,Red squirrel,Mouth of Wilson,NA,D,7/19/22
2022-0564,6/13/22,NESI,Northern water snake,Elk Park,Avery,Reh,0000-00-00
2022-0565,6/13/22,HOWR,House wren,Spruce Pine,Mitchell,R,7/11/22
2022-0566,6/14/22,SYFL,Eastern cottontail,Newland,Avery,D24,6/15/22
2022-0567,6/14/22,EUST,European starling,Sugar Grove,Watauga,R,7/6/22
2022-0568,6/14/22,ODVI,White-tailed deer,Laurel Springs,Alleghany,T,6/15/22
2022-0569,6/14/22,ODVI,White-tailed deer,Boone,Watauga,T,6/15/22
2022-0570,6/14/22,RBWO,Red-bellied woodpecker,,NA,D,6/16/22
2022-0571,6/14/22,NRWS,Northern rough-winged swallow,,NA,D24,6/14/22
2022-0572,6/14/22,EAPH,Eastern phoebe,,NA,D24,6/15/22
2022-0573,6/14/22,WOTH,Wood thrush,,NA,R,6/29/22
2022-0574,6/14/22,DEJU,Dark Eyed Junco,,NA,R,6/29/22
2022-0575,6/14/22,LISY,Wood frog,Burnsville,Yancey,R,6/16/22
2022-0576,6/14/22,NOFL,Northern flicker,Banner Elk,Avery,R,6/24/22
2022-0577,6/14/22,AMRO,American robin,,NA,EOA,6/14/22
2022-0578,6/14/22,BLJA,Blue jay,,NA,D24,6/15/22
2022-0579,6/14/22,DIVI,Virginia opossum,Banner Elk,Avery,D,6/16/22
2022-0580,6/15/22,SOSP,Song sparrow,Newland,Avery,D,6/18/22
2022-0581,6/15/22,RTHA,Red-tailed hawk,,Wilkes,D,9/8/22
2022-0582,6/15/22,BLJA,Blue jay,Fletcher,NA,R,8/13/22
2022-0583,6/15/22,TUTI,Tufted titmouse,Boone,Watauga,R,7/2/22
2022-0584,6/15/22,HOSP,House sparrow,Marion,McDowell,R,7/11/22
2022-0585,6/15/22,HOWR,House wren,Newland,Avery,R,7/11/22
2022-0586,6/15/22,CAWR,Carolina wren,Newland,Avery,D24,6/16/22
2022-0587,6/15/22,CAWR,Carolina wren,Newland,Avery,D24,6/16/22
2022-0588,6/15/22,HOWR,House wren,Newland,Avery,R,7/11/22
2022-0589,6/15/22,HOWR,House wren,Newland,Avery,R,7/11/22
2022-0590,6/16/22,ODVI,White-tailed deer,West Jefferson,Ashe,T,6/19/22
2022-0591,6/16/22,NOCA,Northern cardinal,Rutherfordton,Rutherford,E,7/18/22
2022-0592,6/16/22,WTSP,White-throated sparrow,Spruce Pine,Mitchell,D24,6/17/22
2022-0593,6/16/22,AMRO,American robin,Lenior,NA,D,6/18/22
2022-0594,6/16/22,TUTI,Tufted titmouse,Asheville,Buncombe,D24,6/17/22
2022-0595,6/16/22,CAWR,Carolina wren,Asheville,Buncombe,D24,6/17/22
2022-0596,6/16/22,NRWS,Northern rough-winged swallow,Asheville,Buncombe,E24,6/17/22
2022-0597,6/16/22,AMCR,American crow,Asheville,Buncombe,E,6/29/22
2022-0598,6/16/22,SYFL,Eastern cottontail,Candler,Buncombe,EOA,6/16/22
2022-0599,6/16/22,EAPH,Eastern phoebe,Vilas,Watauga,R,7/27/22
2022-0600,6/16/22,ODVI,White-tailed deer,Seven Devils,NA,T,6/19/22
2022-0601,6/17/22,EASO,Eastern screech owl,Boomer,Wilkes,E24,6/17/22
2022-0602,6/17/22,REVI,Red-eyed Vireo,Creston,Ashe,D,6/18/22
2022-0603,6/17/22,ODVI,White-tailed deer,Boone,Watauga,D,6/20/22
2022-0604,6/18/22,ODVI,White-tailed deer,Iron Station,Lincoln,D24,6/19/22
2022-0605,6/18/22,RTHU,Ruby-throated hummingbird,,NA,D,6/22/22
2022-0606,6/18/22,AMRO,American robin,Jefferson,Ashe,D,6/26/22
2022-0607,6/18/22,AMRO,American robin,Jefferson,Ashe,R,7/13/22
2022-0608,6/18/22,EABL,Eastern bluebird,Morganton,NA,R,7/27/22
2022-0609,6/18/22,THSI,Common Garter Snake,Bakersville,Mitchell,R,6/26/22
2022-0610,6/18/22,HAWO,Hairy woodpecker,Seven Devils,NA,R,6/26/22
2022-0611,6/18/22,BARS,Barn swallow,,NA,D24,6/19/22
2022-0612,6/18/22,BARS,Barn swallow,,NA,R,7/15/22
2022-0613,6/18/22,BARS,Barn swallow,,NA,R,7/15/22
2022-0614,6/18/22,BARS,Barn swallow,Wilkesboro,Wilkes,R,7/15/22
2022-0615,6/19/22,TECA,Eastern box turtle,Old Fort,McDowell,R,7/16/22
2022-0616,6/19/22,SOSP,Song sparrow,Boone,Watauga,D24,6/20/22
2022-0617,6/20/22,EAPH,Eastern phoebe,Newland,Avery,E,6/27/22
2022-0618,6/20/22,SYFL,Eastern cottontail,Boone,Watauga,E,6/23/22
2022-0619,6/20/22,CAWR,Carolina wren,Sugar Grove,Watauga,R,7/27/22
2022-0620,6/22/22,BLJA,Blue jay,Banner Elk,Avery,D,6/24/22
2022-0621,6/22/22,DIVI,Virginia opossum,Morganton,Burke,R,6/27/22
2022-0622,6/22/22,AMRO,American robin,Crossnore,Avery,R,7/8/22
